id,ac_no,topic_id,title
29109,49,18,Welfare scheme execution becomes election issue in Araria
29110,49,90,Flood protection works in Araria inspected by state cabinet delegation
29211,54,17,Independent candidates emerge as spoilers in Kishanganj triangular contest
29212,54,17,Independent candidates emerge as spoilers in Kishanganj triangular contest
29213,54,36,Economic survey reports positive growth in Kishanganj assembly segment
29214,54,10,Flood protection works in Kishanganj inspected by state cabinet delegation
29215,54,17,Independent candidates emerge as spoilers in Kishanganj triangular contest
29216,54,21,Political rally in Kishanganj draws massive crowds ahead of voting day
29217,54,36,Economic survey reports positive growth in Kishanganj assembly segment
29218,54,6,Women voters of Kishanganj demand better primary healthcare and clean water
29219,54,36,Economic survey reports positive growth in Kishanganj assembly segment
29115,49,130,Voter turnout expected to touch record highs in Araria
29116,49,-1,Political rally in Araria draws massive crowds ahead of voting day
29117,49,7,Bihar Elections 2025: Key issues dominate debates in Araria
29118,50,7,Bihar Elections 2025: Key issues dominate debates in Jokihat
29119,50,24,Welfare scheme execution becomes election issue in Jokihat
29120,50,-1,Bihar Elections 2025: Key issues dominate debates in Jokihat
29121,50,24,Welfare scheme execution becomes election issue in Jokihat
29122,50,26,Political rally in Jokihat draws massive crowds ahead of voting day
29123,50,77,Women voters of Jokihat demand better primary healthcare and clean water
29124,50,2,Independent candidates emerge as spoilers in Jokihat triangular contest
29125,50,77,Women voters of Jokihat demand better primary healthcare and clean water
29126,50,-1,Voter turnout expected to touch record highs in Jokihat
29127,50,-1,Bihar Elections 2025: Key issues dominate debates in Jokihat
29128,50,-1,High stakes battle in Jokihat as rival candidates file affidavits
29129,50,26,Political rally in Jokihat draws massive crowds ahead of voting day
29130,50,26,Political rally in Jokihat draws massive crowds ahead of voting day
29131,50,2,Independent candidates emerge as spoilers in Jokihat triangular contest
29132,50,24,Welfare scheme execution becomes election issue in Jokihat
29133,50,2,Independent candidates emerge as spoilers in Jokihat triangular contest
29134,50,-1,Economic survey reports positive growth in Jokihat assembly segment
29135,50,-1,Bihar Elections 2025: Key issues dominate debates in Jokihat
29136,50,-1,Economic survey reports positive growth in Jokihat assembly segment
29137,51,106,Flood protection works in Sikti inspected by state cabinet delegation
29138,51,-1,Welfare scheme execution becomes election issue in Sikti
29139,51,-1,Women voters of Sikti demand better primary healthcare and clean water
29140,51,-1,Political rally in Sikti draws massive crowds ahead of voting day
29141,51,-1,Political rally in Sikti draws massive crowds ahead of voting day
29142,51,-1,Independent candidates emerge as spoilers in Sikti triangular contest
29143,51,-1,Voter turnout expected to touch record highs in Sikti
29144,51,-1,Voter turnout expected to touch record highs in Sikti
29145,51,-1,Economic survey reports positive growth in Sikti assembly segment
29146,51,-1,Women voters of Sikti demand better primary healthcare and clean water
29147,51,106,Flood protection works in Sikti inspected by state cabinet delegation
29148,51,-1,Political rally in Sikti draws massive crowds ahead of voting day
29149,51,-1,Political rally in Sikti draws massive crowds ahead of voting day
29150,51,-1,High stakes battle in Sikti as rival candidates file affidavits
29151,51,-1,High stakes battle in Sikti as rival candidates file affidavits
29152,51,-1,Women voters of Sikti demand better primary healthcare and clean water
29153,51,-1,Economic survey reports positive growth in Sikti assembly segment
29154,51,144,Bihar Elections 2025: Key issues dominate debates in Sikti
29155,51,-1,Women voters of Sikti demand better primary healthcare and clean water
29156,51,-1,Welfare scheme execution becomes election issue in Sikti
29157,51,-1,Political rally in Sikti draws massive crowds ahead of voting day
29158,51,-1,Women voters of Sikti demand better primary healthcare and clean water
29159,51,144,Bihar Elections 2025: Key issues dominate debates in Sikti
29160,51,-1,High stakes battle in Sikti as rival candidates file affidavits
29161,51,-1,Welfare scheme execution becomes election issue in Sikti
29162,51,-1,Independent candidates emerge as spoilers in Sikti triangular contest
29163,51,-1,High stakes battle in Sikti as rival candidates file affidavits
29164,52,78,High stakes battle in Bahadurganj as rival candidates file affidavits
29165,52,6,Women voters of Bahadurganj demand better primary healthcare and clean water
29166,52,78,High stakes battle in Bahadurganj as rival candidates file affidavits
29167,52,10,Flood protection works in Bahadurganj inspected by state cabinet delegation
29168,52,20,Voter turnout expected to touch record highs in Bahadurganj
29169,52,6,Women voters of Bahadurganj demand better primary healthcare and clean water
29170,52,11,Bihar Elections 2025: Key issues dominate debates in Bahadurganj
29171,52,10,Flood protection works in Bahadurganj inspected by state cabinet delegation
29172,52,15,Welfare scheme execution becomes election issue in Bahadurganj
29173,52,21,Political rally in Bahadurganj draws massive crowds ahead of voting day
29174,52,10,Flood protection works in Bahadurganj inspected by state cabinet delegation
29175,52,21,Political rally in Bahadurganj draws massive crowds ahead of voting day
29176,52,10,Flood protection works in Bahadurganj inspected by state cabinet delegation
29177,52,20,Voter turnout expected to touch record highs in Bahadurganj
29178,52,17,Independent candidates emerge as spoilers in Bahadurganj triangular contest
29179,52,17,Independent candidates emerge as spoilers in Bahadurganj triangular contest
29180,52,20,Voter turnout expected to touch record highs in Bahadurganj
29181,52,6,Women voters of Bahadurganj demand better primary healthcare and clean water
29182,52,20,Voter turnout expected to touch record highs in Bahadurganj
29183,52,11,Bihar Elections 2025: Key issues dominate debates in Bahadurganj
29184,52,17,Independent candidates emerge as spoilers in Bahadurganj triangular contest
29185,53,78,High stakes battle in Thakurganj as rival candidates file affidavits
29186,53,21,Political rally in Thakurganj draws massive crowds ahead of voting day
29187,53,78,High stakes battle in Thakurganj as rival candidates file affidavits
29188,53,6,Women voters of Thakurganj demand better primary healthcare and clean water
29189,53,78,High stakes battle in Thakurganj as rival candidates file affidavits
29190,53,10,Flood protection works in Thakurganj inspected by state cabinet delegation
29191,53,78,High stakes battle in Thakurganj as rival candidates file affidavits
29192,53,20,Voter turnout expected to touch record highs in Thakurganj
29193,53,21,Political rally in Thakurganj draws massive crowds ahead of voting day
29194,53,10,Flood protection works in Thakurganj inspected by state cabinet delegation
29195,53,6,Women voters of Thakurganj demand better primary healthcare and clean water
29196,53,36,Economic survey reports positive growth in Thakurganj assembly segment
29197,53,21,Political rally in Thakurganj draws massive crowds ahead of voting day
29198,53,17,Independent candidates emerge as spoilers in Thakurganj triangular contest
29199,53,78,High stakes battle in Thakurganj as rival candidates file affidavits
29200,53,36,Economic survey reports positive growth in Thakurganj assembly segment
29201,53,36,Economic survey reports positive growth in Thakurganj assembly segment
29202,53,15,Welfare scheme execution becomes election issue in Thakurganj
29203,53,10,Flood protection works in Thakurganj inspected by state cabinet delegation
29204,53,11,Bihar Elections 2025: Key issues dominate debates in Thakurganj
29205,53,20,Voter turnout expected to touch record highs in Thakurganj
29206,53,21,Political rally in Thakurganj draws massive crowds ahead of voting day
29207,53,15,Welfare scheme execution becomes election issue in Thakurganj
29208,54,78,High stakes battle in Kishanganj as rival candidates file affidavits
29209,54,11,Bihar Elections 2025: Key issues dominate debates in Kishanganj
29210,54,10,Flood protection works in Kishanganj inspected by state cabinet delegation
29311,58,113,High stakes battle in Kasba as rival candidates file affidavits
29312,58,55,Women voters of Kasba demand better primary healthcare and clean water
29313,58,55,Women voters of Kasba demand better primary healthcare and clean water
29314,58,30,Voter turnout expected to touch record highs in Kasba
29315,58,55,Women voters of Kasba demand better primary healthcare and clean water
29316,58,4,Political rally in Kasba draws massive crowds ahead of voting day
29317,58,4,Political rally in Kasba draws massive crowds ahead of voting day
29318,58,-1,Bihar Elections 2025: Key issues dominate debates in Kasba
29319,58,33,Economic survey reports positive growth in Kasba assembly segment
29320,58,30,Voter turnout expected to touch record highs in Kasba
29321,58,4,Political rally in Kasba draws massive crowds ahead of voting day
29322,58,133,Independent candidates emerge as spoilers in Kasba triangular contest
29220,54,6,Women voters of Kishanganj demand better primary healthcare and clean water
29221,54,78,High stakes battle in Kishanganj as rival candidates file affidavits
29222,54,78,High stakes battle in Kishanganj as rival candidates file affidavits
29223,54,10,Flood protection works in Kishanganj inspected by state cabinet delegation
29224,54,17,Independent candidates emerge as spoilers in Kishanganj triangular contest
